,KO,Description,hsa,ptr,pps,ggo,pon,ppyg
25190,K25868,"EBS, SHL; chromatin remodeling protein",0,0,0,0,0,0
25191,K25869,IDD1_2; zinc finger protein IDD1/2,0,0,0,0,0,0
25192,K25870,IDD3S; zinc finger protein IDD3/4/5/6/7/8/9/10/11/12/13,0,0,0,0,0,0
25193,K25871,IDD14_15_16; zinc finger protein IDD14/15/16,0,0,0,0,0,0
25194,K25872,TPPP3; tubulin polymerization-promoting protein family member 3,1,0,1,1,1,1
25195,K25873,"raiR; LuxR family transcriptional regulator, quorum-sensing system regulator RaiR",0,0,0,0,0,0
25196,K25874,"KIRREL, NEPH; Kirrel/Neph family protein",1,1,1,1,1,1
25197,K25875,wcaA; putative colanic acid biosynthesis glycosyltransferase WcaA,0,0,0,0,0,0
25198,K25876,METTL15; 12S rRNA N4-methylcytidine (m4C) methyltransferase [EC:2.1.1.-],1,1,1,1,1,1
25199,K25877,MYG1; MYG1 exonuclease [EC:3.1.-.-],1,1,1,1,1,1
25200,K25878,CIDEC; cell death activator CIDE-C,1,1,1,1,1,1
25201,K25879,LXRA; L-xylulose reductase [EC:1.1.1.10],0,0,0,0,0,0
25202,K25880,LADA; L-arabinitol 4-dehydrogenase [EC:1.1.1.12],0,0,0,0,0,0
25203,K25881,LARA; L-arabinose reductase [EC:1.1.1.-],0,0,0,0,0,0
25204,K25882,"syrM; LysR family transcriptional regulator, transcriptional activator of nodD3 and syrA",0,0,0,0,0,0
25205,K25883,"expG, wggR; MarR family transcriptional regulator, exopolysaccharide II synthesis transcriptional activator",0,0,0,0,0,0
25206,K25884,"mucR, rosR; MucR family transcriptional regulator, transcriptional regulator of exopolysaccharide biosynthesis",0,0,0,0,0,0
25207,K25885,exoR; exopolysaccharide production negative regulator,0,0,0,0,0,0
25208,K25886,vpsK; polysaccharide biosynthesis protein VpsK,0,0,0,0,0,0
25209,K25887,aceA; undecaprenyl-phosphate glucose phosphotransferase [EC:2.7.8.31],0,0,0,0,0,0
25210,K25888,"aceB; beta-1,4-glucosyltransferase [EC:2.4.1.-]",0,0,0,0,0,0
25211,K25889,aceQ; glucosyltransferase,0,0,0,0,0,0
25212,K25890,"aceP; beta-1,6-glucosyltransferase",0,0,0,0,0,0
25213,K25891,aceR; rhamnosyltransferase,0,0,0,0,0,0
25214,K25892,aceI; acyltransferase,0,0,0,0,0,0
25215,K25893,CIDEA; cell death activator CIDE-A,1,1,1,1,1,1
25216,K25894,"SPP; stromal processing peptidase, chloroplastic [EC:3.4.24.-]",0,0,0,0,0,0
25217,K25895,"DEGP1; protease Do-like 1, chloroplastic [EC:3.4.21.-]",0,0,0,0,0,0
25218,K25896,"DEGP2; protease Do-like 2, chloroplastic [EC:3.4.21.-]",0,0,0,0,0,0
25219,K25897,DEGP9; protease Do-like 9 [EC:3.4.21.-],0,0,0,0,0,0
25220,K25898,CRSP; CO(2)-response secreted protease,0,0,0,0,0,0
25221,K25899,"GCP1, RDL1; germination-specific cysteine protease 1 [EC:3.4.22.-]",0,0,0,0,0,0
25222,K25900,RD21; cysteine proteinase RD21 [EC:3.4.22.-],0,0,0,0,0,0
25223,K25901,qsuD; quinate/shikimate dehydrogenase (NAD+) [EC:1.1.1.24],0,0,0,0,0,0
25224,K25902,pssA; acidic exopolysaccharide biosynthesis protein PssA,0,0,0,0,0,0
25225,K25903,pssD; exopolysaccharide biosynthesis glucuronosyltransferase PssD,0,0,0,0,0,0
25226,K25904,pssE; exopolysaccharide biosynthesis glucuronosyltransferase PssE,0,0,0,0,0,0
25227,K25905,pssC; exopolysaccharide biosynthesis glycosyltransferase PssC,0,0,0,0,0,0
25228,K25906,pssS; exopolysaccharide biosynthesis glucosyltransferase PssS [EC:2.4.1.-],0,0,0,0,0,0
25229,K25907,pssF; exopolysaccharide biosynthesis glycosyltransferase PssF,0,0,0,0,0,0
25230,K25908,pssI; exopolysaccharide biosynthesis glycosyltransferase PssI,0,0,0,0,0,0
25231,K25909,pssG; exopolysaccharide biosynthesis glycosyltransferase PssG,0,0,0,0,0,0
25232,K25910,pssH; exopolysaccharide biosynthesis glycosyltransferase PssH,0,0,0,0,0,0
25233,K25911,pssJ; exopolysaccharide biosynthesis galactosyltransferase PssJ,0,0,0,0,0,0
25234,K25912,pssR; exopolysaccharide acyltransferase PssR,0,0,0,0,0,0
25235,K25913,pssK; exopolysaccharide biosynthesis protein PssK,0,0,0,0,0,0
25236,K25914,CIDEB; cell death activator CIDE-B,1,1,0,1,1,1
25237,K25915,mtvA; [methyl-Co(III) methoxylated-aromatic-compound-specific corrinoid protein]---tetrahydrofolate methyltransferase [EC:2.1.1.385],0,0,0,0,0,0
25238,K25916,"mtvB, mtoB; methoxylated aromatic compound---corrinoid protein Co-methyltransferase [EC:2.1.1.382]",0,0,0,0,0,0
25239,K25917,mtoA; [methyl-Co(III) methoxylated-aromatic-compound-specific corrinoid protein]---tetrahydromethanopterin methyltransferase [EC:2.1.1.384],0,0,0,0,0,0
25240,K25918,AUG8; augmin complex subunit 8,0,0,0,0,0,0
25241,K25919,E2.4.1.389; solabiose phosphorylase [EC:2.4.1.389],0,0,0,0,0,0
25242,K25920,E2.5.1.155; phosphoglycerol geranylfarnesyltransferase [EC:2.5.1.155],0,0,0,0,0,0
25243,K25921,E2.5.1.156; geranylfarnesylglycerol-phosphate geranylfarnesyltransferase [EC:2.5.1.156],0,0,0,0,0,0
25244,K25922,3C; Hepatitis A virus protease 3C [EC:3.4.22.28],0,0,0,0,0,0
25245,K25923,nsP2; Alphavirus protease nsP2 [EC:3.4.22.-],0,0,0,0,0,0
25246,K25924,nsP3; Alphacoronavirus papain-like proteinase 1/2 [EC:3.4.19.12 3.4.22.-],0,0,0,0,0,0
25247,K25925,p150; Rubella virus protease/methyltransferase p150 [EC:3.4.22.-],0,0,0,0,0,0
25248,K25926,nsp5; Alphacoronavirus 3C-like proteinase [EC:3.4.22.-],0,0,0,0,0,0
25249,K25927,I7L; Poxviridae core protease I7 [EC:3.4.22.-],0,0,0,0,0,0
25250,K25928,VP0; Enterovirus capsid protein VP0,0,0,0,0,0,0
25251,K25929,C; Alphavirus capsid protein [EC:3.4.21.90],0,0,0,0,0,0
25252,K25930,assemblin; Herpesviridae assemblin [EC:3.4.21.97],0,0,0,0,0,0
25253,K25931,NKAP; NF-kappa-B-activating protein,1,1,1,1,1,1
25254,K25932,ppcA; phenyl-phosphate phosphatase/carboxylase subunit alpha [EC:4.1.1.123],0,0,0,0,0,0
25255,K25933,ppcB; phenyl-phosphate phosphatase/carboxylase subunit beta [EC:4.1.1.123],0,0,0,0,0,0
25256,K25934,ppcC; phenyl-phosphate phosphatase/carboxylase subunit gamma [EC:4.1.1.123],0,0,0,0,0,0
25257,K25935,ppcD; phenyl-phosphate phosphatase/carboxylase subunit delta [EC:4.1.1.123],0,0,0,0,0,0
25258,K25936,ppsA; phenol phosphorylase subunit alpha [EC:2.7.1.238],0,0,0,0,0,0
25259,K25937,ppsB; phenol phosphorylase subunit beta [EC:2.7.1.238],0,0,0,0,0,0
25260,K25938,ppsC; phenol phosphorylase subunit delta gamma [EC:2.7.1.238],0,0,0,0,0,0
25261,K25939,BDH2; 4-oxoproline reductase [EC:1.1.1.104],1,1,1,1,1,1
25262,K25940,A33R; Poxviridae protein A33,0,0,0,0,0,0
25263,K25941,A34R; Poxviridae protein A34,0,0,0,0,0,0
25264,K25942,B5R; Orthopoxvirus protein B5,0,0,0,0,0,0
25265,K25943,K2L; Orthopoxvirus serine proteinase inhibitor 3,0,0,0,0,0,0
25266,K25944,F13L; Poxviridae envelope phospholipase F13 [EC:3.1.1.-],0,0,0,0,0,0
25267,K25945,A16L; Poxviridae virion membrane protein A16,0,0,0,0,0,0
25268,K25946,O3L; Poxviridae protein O3,0,0,0,0,0,0
25269,K25947,"C2CD6, ALS2CR11; C2 calcium-dependent domain-containing protein 6",1,1,1,1,1,1
25270,K25948,RUBCNL; protein associated with UVRAG as autophagy enhancer,1,1,1,1,1,1
25271,K25949,CCDC50; coiled-coil domain-containing protein 50,1,1,1,1,1,1
25272,K25950,amdH; secondary-alkyl amine dehydrogenase [NAD(P)+] [EC:1.4.1.28],0,0,0,0,0,0
25273,K25951,K25951; fructosyl amine oxidase (glucosone-forming) [EC:1.5.3.25],0,0,0,0,0,0
25274,K25952,socD; fructosyl amine oxidase (glucosone-forming) [EC:1.5.3.25],0,0,0,0,0,0
25275,K25953,E1.14.14.183; taxoid 2alpha-hydroxylase [EC:1.14.14.183],0,0,0,0,0,0
25276,K25954,I5L; Poxviridae protein I5,0,0,0,0,0,0
25277,K25955,A14.5L; Poxviridae virion membrane protein A14.5,0,0,0,0,0,0
25278,K25956,A13L; Poxviridae virion membrane protein A13,0,0,0,0,0,0
25279,K25957,cpsG; stewartan biosynthesis glycosyltransferase CpsG,0,0,0,0,0,0
25280,K25958,cpsF; stewartan biosynthesis galactosyltransferase CpsF,0,0,0,0,0,0
25281,K25959,CYP85A3; brassinosteroid 6-oxygenase / brassinolide synthase [EC:1.14.14.179 1.14.14.180],0,0,0,0,0,0
25282,K25960,"etfA; N,N-dimethylglycine/sarcosine catabolism electron transfer flavoprotein subunit alpha",0,0,0,0,0,0
25283,K25961,"etfB; N,N-dimethylglycine/sarcosine catabolism electron transfer flavoprotein subunit beta",0,0,0,0,0,0
25284,K25962,A9L; Poxviridae virion membrane protein A9,0,0,0,0,0,0
25285,K25963,D8L; Poxviridae cell surface-binding protein,0,0,0,0,0,0
25286,K25964,A2.5L; Poxviridae protein A2.5,0,0,0,0,0,0
25287,K25965,E10R; Poxviridae probable FAD-linked sulfhydryl oxidase [EC:1.8.3.2],0,0,0,0,0,0
25288,K25966,O2L; Poxviridae glutaredoxin-1,0,0,0,0,0,0
25289,K25967,H3L; Poxviridae envelope protein H3,0,0,0,0,0,0
25290,K25968,MRAP2; melanocortin-2 receptor accessory protein 2,1,1,1,1,1,1
25291,K25969,A14L; Poxviridae virion membrane protein A14,0,0,0,0,0,0
25292,K25970,A17L; Poxviridae virion membrane protein A17,0,0,0,0,0,0
25293,K25971,A25; Orthopoxvirus A-type inclusion protein A25,0,0,0,0,0,0
25294,K25972,D13L; Poxviridae scaffold protein D13,0,0,0,0,0,0
25295,K25973,G4L; Poxviridae glutaredoxin-2,0,0,0,0,0,0
25296,K25974,A4L; Orthopoxvirus 39kDa core protein,0,0,0,0,0,0
25297,K25975,A10L; Poxviridae major core protein 4a,0,0,0,0,0,0
25298,K25976,A3L; Poxviridae major core protein 4b,0,0,0,0,0,0
25299,K25977,L4R; Poxviridae core protein VP8,0,0,0,0,0,0
25300,K25978,G1L; Poxviridae metalloendopeptidase G1 [EC:3.4.24.-],0,0,0,0,0,0
25301,K25979,A30L; Poxviridae protein A30,0,0,0,0,0,0
25302,K25980,G7L; Poxviridae assembly protein G7,0,0,0,0,0,0
25303,K25981,J1R; Poxviridae protein J1,0,0,0,0,0,0
25304,K25982,A15L; Poxviridae core protein A15,0,0,0,0,0,0
25305,K25983,D2L; Poxviridae core protein D2,0,0,0,0,0,0
25306,K25984,D3R; Orthopoxvirus core protein D3,0,0,0,0,0,0
25307,K25985,"sarD, tauF; sulfoacetaldehyde reductase (NADH) [EC:1.1.1.433]",0,0,0,0,0,0
25308,K25986,ydcJ; 2-oxoadipate dioxygenase/decarboxylase [EC:1.13.11.93],0,0,0,0,0,0
25309,K25987,"scoE, mmaE; (R)-3-[(carboxymethyl)amino]fatty acid dioxygenase/decarboxylase [EC:1.14.11.78]",0,0,0,0,0,0
25310,K25988,"TOP1, H6R; Poxviridae DNA topoisomerase 1B [EC:5.6.2.1]",0,0,0,0,0,0
25311,K25989,"VETFL, A7L; Poxviridae early transcription factor large subunit",0,0,0,0,0,0
25312,K25990,"VETFS, D6R; Poxviridae early transcription factor small subunit [EC:5.6.2.-]",0,0,0,0,0,0
25313,K25991,D1R; Poxviridae mRNA-capping enzyme catalytic subunit [EC:3.1.3.33 2.7.7.50 2.1.1.56],0,0,0,0,0,0
25314,K25992,D12L; Poxviridae mRNA-capping enzyme regulatory subunit,0,0,0,0,0,0
25315,K25993,C3L; Orthopoxvirus complement control protein C3,0,0,0,0,0,0
25316,K25994,H1L; Poxviridae dual specificity protein phosphatase H1 [EC:3.1.3.48 3.1.3.-],0,0,0,0,0,0
25317,K25995,"frdB, fdrB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]",0,0,0,0,0,0
25318,K25996,"frdC, fdrC; succinate dehydrogenase subunit C",0,0,0,0,0,0
25319,K25997,vpx; HIV-2 protein Vpx,0,0,0,0,0,0
25320,K25998,HDH; hyoscyamine dehydrogenase,0,0,0,0,0,0
25321,K25999,M; Flavivirus small envelope protein M,0,0,0,0,0,0
25322,K26000,C; Flavivirus capsid protein C,0,0,0,0,0,0
25323,K26001,L1; Mastadenovirus pre-hexon-linking protein IIIa,0,0,0,0,0,0
25324,K26002,L4; Adenoviridae pre-hexon-linking protein VIII,0,0,0,0,0,0
25325,K26003,IX; Mastadenovirus hexon-interlacing protein,0,0,0,0,0,0
25326,K26004,L3; Mastadenovirus pre-protein VI,0,0,0,0,0,0
25327,K26005,sauT; sulfoacetate-CoA ligase [EC:6.2.1.-],0,0,0,0,0,0
25328,K26006,MMADHC; cobalamin trafficking protein CblD,1,1,1,1,1,1
25329,K26007,L2; Mastadenovirus core-capsid bridging protein,0,0,0,0,0,0
25330,K26008,L2; Mastadenovirus pre-core protein X,0,0,0,0,0,0
25331,K26009,L2; Mastadenovirus pre-histone-like nucleoprotein,0,0,0,0,0,0
25332,K26010,IVa2; Mastadenovirus packaging protein 1,0,0,0,0,0,0
25333,K26011,PTP; Mastadenovirus preterminal protein,0,0,0,0,0,0
25334,K26012,L3; Adenoviridae endopeptidase [EC:3.4.22.39],0,0,0,0,0,0
25335,K26013,L1; Mastadenovirus packaging protein 3,0,0,0,0,0,0
25336,K26014,"VP5, UL19; Herpesviridae major capsid protein",0,0,0,0,0,0
25337,K26015,"VP19C, UL38; Herpesviridae triplex capsid protein 1",0,0,0,0,0,0
25338,K26016,"VP23, UL18; Herpesviridae triplex capsid protein 2",0,0,0,0,0,0
25339,K26017,UL17; Herpesviridae capsid vertex component 1,0,0,0,0,0,0
25340,K26018,UL25; Herpesviridae capsid vertex component 2,0,0,0,0,0,0
25341,K26019,"VP26, UL35; Herpesviridae small capsomere-interacting protein",0,0,0,0,0,0
25342,K26020,UL6; Herpesviridae portal protein,0,0,0,0,0,0
25343,K26021,UL37; Herpesviridae inner tegument protein [EC:3.5.1.- 3.5.1.44],0,0,0,0,0,0
25344,K26022,UL7; Herpesviridae cytoplasmic envelopment protein 1,0,0,0,0,0,0
25345,K26023,UL51; Herpesviridae tegument protein UL51,0,0,0,0,0,0
25346,K26024,"gI, US7; Herpesviridae envelope glycoprotein I",0,0,0,0,0,0
25347,K26025,M; Lyssavirus matrix protein,0,0,0,0,0,0
25348,K26026,"gN, UL49.5; Simplexvirus envelope glycoprotein N",0,0,0,0,0,0
25349,K26027,"gK, UL53; Herpesviridae envelope glycoprotein K",0,0,0,0,0,0
25350,K26028,"gJ, US5; Simplexvirus envelope glycoprotein J",0,0,0,0,0,0
25351,K26029,gp5; Straboviridae pre-baseplate central spike protein Gp5 [EC:3.2.1.17],0,0,0,0,0,0
25352,K26030,CD; Straboviridae deoxycytidylate deaminase [EC:3.5.4.12],0,0,0,0,0,0
25353,K26031,E; Straboviridae endolysin [EC:3.2.1.17],0,0,0,0,0,0
25354,K26032,nrdD; Straboviridae anaerobic ribonucleoside-triphosphate reductase [EC:1.1.98.6],0,0,0,0,0,0
25355,K26033,alt; Straboviridae NAD(+)--arginine ADP-ribosyltransferase [EC:2.4.2.31],0,0,0,0,0,0
25356,K26034,modA; Straboviridae NAD--protein ADP-ribosyltransferase ModA [EC:2.4.2.31],0,0,0,0,0,0
25357,K26035,modB; Straboviridae NAD--protein ADP-ribosyltransferase ModB [EC:2.4.2.31],0,0,0,0,0,0
25358,K26036,pseT; Straboviridae polynucleotide kinase [EC:2.7.1.78 3.1.3.34],0,0,0,0,0,0
25359,K26037,CYP76AD1; tyrosine hydroxylase / L-DOPA oxygenase [EC:1.14.-.-],0,0,0,0,0,0
25360,K26038,AMASY1; amaranthin synthetase [EC:2.4.1.-],0,0,0,0,0,0
25361,K26039,nrdA; Straboviridae ribonucleoside-diphosphate reductase subunit alpha [EC:1.17.4.1],0,0,0,0,0,0
25362,K26040,gp39; Straboviridae DNA topoisomerase large subunit [EC:5.6.2.2],0,0,0,0,0,0
25363,K26041,ITEVIR; Straboviridae intron-associated endonuclease 1 [EC:3.1.-.-],0,0,0,0,0,0
25364,K26042,gp60; Escherichia phage DNA topoisomerase small subunit [EC:5.6.2.2],0,0,0,0,0,0
25365,K26043,gp46; Straboviridae exonuclease subunit 2 [EC:3.1.11.-],0,0,0,0,0,0
25366,K26044,bgt; Straboviridae DNA beta-glucosyltransferase [EC:2.4.1.27],0,0,0,0,0,0
25367,K26045,gp52; Straboviridae DNA topoisomerase medium subunit [EC:5.6.2.2],0,0,0,0,0,0
25368,K26046,gp4; Straboviridae/Kyanoviridae head completion nuclease [EC:3.1.-.-],0,0,0,0,0,0
25369,K26047,TD; Straboviridae thymidylate synthase [EC:2.1.1.45],0,0,0,0,0,0
25370,K26048,gp47; Straboviridae/Ackermannviridae/Kyanoviridae exonuclease subunit 1 [EC:3.1.11.-],0,0,0,0,0,0
25371,K26049,dexA; Straboviridae exodeoxyribonuclease [EC:3.1.11.1],0,0,0,0,0,0
25372,K26050,MYOZ; myozenin,1,1,1,1,1,1
25373,K26051,SPATA5L1; ribosome biogenesis protein SPATA5L1 [EC:3.6.4.10],1,1,1,1,1,1
25374,K26052,CINP; cyclin-dependent kinase 2-interacting protein,1,1,1,1,1,1
25375,K26053,C1ORF109; ribosome biogenesis protein C1orf109,1,1,1,0,1,1
25376,K26054,THC1; tetrahymanol synthase [EC:4.2.1.123],0,0,0,0,0,0
25377,K26055,"scoD, mmaD; (3R)-3-[(carboxylmethyl)amino]fatty acid synthase [EC:4.3.2.11]",0,0,0,0,0,0
25378,K26056,lanGT3; D-olivosyltransferase,0,0,0,0,0,0
25379,K26057,"smoB, squF; 6-dehydroglucose reductase [EC:1.1.1.432]",0,0,0,0,0,0
25380,K26058,"smoC, squD; sulfoquinovose monooxygenase [EC:1.14.14.181]",0,0,0,0,0,0
25381,K26059,gtd1; glucoside 3-dehydrogenase (cytochrome c) catalytic subunit [EC:1.1.2.11],0,0,0,0,0,0
25382,K26060,gtd2; glucoside 3-dehydrogenase (cytochrome c) hitch-hiker subunit,0,0,0,0,0,0
25383,K26061,amaB; L-aminoadipate-semialdehyde dehydrogenase,0,0,0,0,0,0
25384,K26062,K26062; 2-aminoadipate transaminase [EC:2.6.1.39],0,0,0,0,0,0
25385,K26063,ydiJ; (R)-2-hydroxyglutarate dehydrogenase [EC:1.1.-.-],0,0,0,0,0,0
25386,K26064,amaD; D-lysine oxidase,0,0,0,0,0,0
25387,K26065,amaA; L-pipecolate oxidase,0,0,0,0,0,0
25388,K26066,XYRB; D-xylose/L-arabinose reductase (NADPH) [EC:1.1.1.431 1.1.1.-],0,0,0,0,0,0
25389,K26067,SFTPB; pulmonary surfactant-associated protein B,1,1,1,1,1,1
25390,K26068,SFTPC; pulmonary surfactant-associated protein C,1,1,1,1,1,1
25391,K26069,dznr; daidzein reductase [EC:1.3.1.-],0,0,0,0,0,0
25392,K26070,dhdr; dihydrodaidzein reductase [EC:1.1.1.-],0,0,0,0,0,0
25393,K26071,thdr; tetrahydrodaidzein reductase,0,0,0,0,0,0
25394,K26072,wejN; O78-antigen biosynthesis glycosyltransferase,0,0,0,0,0,0
25395,K26073,wejO; O78-antigen biosynthesis glycosyltransferase,0,0,0,0,0,0
25396,K26074,wejQ; O78-antigen biosynthesis glycosyltransferase,0,0,0,0,0,0
25397,K26075,wckD; O104-antigen biosynthesis O-acyltransferase,0,0,0,0,0,0
25398,K26076,ZRANB2; zinc finger Ran-binding domain-containing protein 2,1,1,1,1,1,1
25399,K26077,"ISE2, EMB25; ATP-dependent RNA helicase ISE2 [EC:5.6.2.6]",0,0,0,0,0,0
25400,K26078,xecD; 2-(R)-hydroxypropyl-CoM dehydrogenase [EC:1.1.1.268],0,0,0,0,0,0
25401,K26079,xecE; 2-(S)-hydroxypropyl-CoM dehydrogenase [EC:1.1.1.269],0,0,0,0,0,0
25402,K26080,E1.1.3.29; N-acylhexosamine oxidase [EC:1.1.3.29],0,0,0,0,0,0
25403,K26081,carA; C-glycoside oxidase [EC:1.1.3.50],0,0,0,0,0,0
25404,K26082,AOS; arachidonate 8-lipoxygenase / allene oxide synthase [EC:1.13.11.40 4.2.1.-],0,0,0,0,0,0
25405,K26083,"ibpA, pfhB2; protein adenylyltransferase / cysteine protease [EC:2.7.7.108 3.4.22.-]",0,0,0,0,0,0
25406,K26084,REC114; meiotic recombination protein REC114,1,1,1,1,1,1
25407,K26085,"IHO1, CCDC36; interactor of HORMAD1 protein 1",1,1,1,1,1,1
25408,K26086,MEI4; meiosis-specific protein MEI4,1,1,1,1,1,1
25409,K26087,ANKRD31; ankyrin repeat domain-containing protein 31,1,1,1,1,1,1
25410,K26088,vopS; protein adenylyltransferase VopS [EC:2.7.7.108],0,0,0,0,0,0
25411,K26089,"ANKZF1, VMS1; ankyrin repeat and zinc finger domain-containing protein 1",1,1,1,1,1,1
25412,K26090,SINHCAF; SIN3-HDAC complex-associated factor,1,1,0,1,1,1
25413,K26091,CENPW; centromere protein W,1,1,1,1,1,1
25414,K26092,HJURP; holliday junction recognition protein,1,1,1,1,1,1
25415,K26093,MAD2L1BP; MAD2L1-binding protein,1,1,1,1,1,1
25416,K26094,SKA1; spindle and kinetochore-associated protein 1,1,1,1,1,1,1
25417,K26095,SKA2; spindle and kinetochore-associated protein 2,1,1,1,1,1,1
25418,K26096,SKA3; spindle and kinetochore-associated protein 3,1,1,0,1,1,1
25419,K26097,"KNSTRN, SKAP; small kinetochore-associated protein",1,1,1,1,1,1
25420,K26098,SPDL1; protein Spindly,1,1,1,1,1,1
25421,K26099,PTTG1IP; PTTG1-interacting protein,1,1,1,1,1,1
25422,K26100,PWWP2; PWWP domain-containing protein 2,1,1,1,1,1,1
25423,K26101,"ZNF16, HZF1; zinc finger protein 16",1,1,1,1,1,1
25424,K26102,UL97; Cytomegalovirus serine/threonine protein kinase UL97 [EC:2.7.11.1],0,0,0,0,0,0
25425,K26103,"TRM1, UL56; Cytomegalovirus tripartite terminase subunit 1",0,0,0,0,0,0
25426,K26104,"TRM2, UL51; Cytomegalovirus tripartite terminase subunit 2",0,0,0,0,0,0
25427,K26105,"TRM3, UL89; Cytomegalovirus tripartite terminase subunit 3",0,0,0,0,0,0
25428,K26106,M1AP; meiosis 1 arrest protein,1,1,1,1,1,1
25429,K26107,"FGFRL1, FGFR5; fibroblast growth factor receptor-like 1",1,1,1,1,1,1
25430,K26108,"RGCC, RGC32; regulator of cell cycle RGCC",1,1,1,1,1,1
25431,K26109,NRDE2; nuclear exosome regulator NRDE2,1,1,1,1,1,1
25432,K26110,guaB1; GMP reductase [EC:1.7.1.7],0,0,0,0,0,0
25433,K26111,SIDT1; SID1 transmembrane family member 1,1,1,1,1,1,1
25434,K26112,SIDT2; SID1 transmembrane family member 2,1,1,1,1,1,1
25435,K26113,"lctD; lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436]",0,0,0,0,0,0
25436,K26114,"lctC; lactate dehydrogenase (NAD+,ferredoxin) subunit LctC",0,0,0,0,0,0
25437,K26115,"lctB; lactate dehydrogenase (NAD+,ferredoxin) subunit LctB",0,0,0,0,0,0
25438,K26116,MTBP; Mdm2-binding protein,1,1,1,1,1,1
25439,K26117,TICRR; Treslin,1,1,1,1,1,1
25440,K26118,ATAD5; ATPase family AAA domain-containing protein 5,1,1,1,1,1,1
25441,K26119,MCIDAS; multicilin,1,1,1,1,1,1
25442,K26120,"NAPB, SNAPB; beta-soluble NSF attachment protein",1,1,1,1,1,1
25443,K26121,SPATA16; spermatogenesis-associated protein 16,1,1,1,1,1,1
25444,K26122,MMS22; E3 ubiquitin-protein ligase substrate receptor MMS22,0,0,0,0,0,0
25445,K26123,MMS1; E3 ubiquitin-protein ligase linker protein MMS1,0,0,0,0,0,0
25446,K26124,"RTT101, CUL8; cullin 8",0,0,0,0,0,0
25447,K26125,MMS22L; protein MMS22-like,1,1,1,1,1,1
25448,K26126,SLF1; SMC5-SMC6 complex localization factor protein 1,1,1,1,1,1,1
25449,K26127,SLF2; SMC5-SMC6 complex localization factor protein 2,1,0,1,1,1,1
25450,K26128,SHLD1; shieldin complex subunit 1,1,1,1,1,1,1
25451,K26129,SHLD2; shieldin complex subunit 2,1,1,1,1,1,1
25452,K26130,SHLD3; shieldin complex subunit 3,1,1,1,1,1,1
25453,K26131,L; Henipavirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375],0,0,0,0,0,0
25454,K26132,L; Orthorubulavirus/Pararubulavirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375],0,0,0,0,0,0
25455,K26133,L; Pneumoviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375],0,0,0,0,0,0
25456,K26134,L; Hantaviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-],0,0,0,0,0,0
25457,K26135,LEF-8; Baculoviridae probable DNA-directed RNA polymerase catalytic subunit [EC:2.7.7.6],0,0,0,0,0,0
25458,K26136,LEF-9; Baculoviridae DNA-directed RNA polymerase subunit LEF-9,0,0,0,0,0,0
25459,K26137,P47; Baculoviridae DNA-directed RNA polymerase subunit p47,0,0,0,0,0,0
25460,K26138,nasE; nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4],0,0,0,0,0,0
25461,K26139,"nasD, nasB; nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4]",0,0,0,0,0,0
25462,K26140,nsP4; Alphavirus RNA-directed RNA polymerase nsP4 [EC:2.7.7.48],0,0,0,0,0,0
